"H9047","801","0"
"H2256","015","2"
"H4837","001","0"
"H5883","003","1"
"H5679","801","0"
"H3952","046","0"
"H5427","072","0"
"H1463","003","0"
"H4007","012","0"
"H0318","801","0"
"H5407","011","0"
"H5696","003","0"
"H4456","021","0"
"H2029","806","0"
"H3660","802","0"
"H4004","813","0"
"H3154","805","0"
"H6622","002","0"
"H5416","018","0"
"H3328","803","0"
"H6642","002","0"
"H4520","006","0"
"H5416","019","0"
"H9847","803","0"
"H9184","002","0"
"H1463","801","0"
"H6609","002","0"
"H0564","811","0"
"H8145","120","0"
"H5696","004","0"
"H4004","804","0"
"H5162","006","0"
"H0303","034","0"
"H3335","005","0"
"H3924","003","0"
"H5774","802","0"
"H7281","002","0"
"H2063","001","0"
"H5549","002","0"
"H1355","001","0"
"H5415","039","0"
"H3952","802","0"
"H5850","805","0"
"H5700","002","0"
"H2542","002","0"
"H3347","005","0"
"H4407","001","0"
"H3957","037","0"
"H6609","807","0"
"H5774","008","0"
"H1961","804","0"
"H2169","002","0"
"H9572","002","5"
"H4524","802","0"
"H3361","098","0"
"H8468","001","0"
"H3920","001","0"
"H8578","802","0"
"H0545","801","0"
"H3322","002","0"
"H3659","054","0"
"H4529","027","0"
"H5005","001","0"
"H8604","006","0"
"H8145","100","0"
"H5106","016","0"
"H0544","024","0"
"H5480","803","0"
"H2816","014","0"
"H5774","003","0"
"H3864","007","0"
"H9572","003","6"
"H0544","009","0"
"H3335","041","0"
"H3924","802","0"
"H5928","016","0"
"H3404","001","0"
"H0544","003","0"
"H4910","005","0"
"H5475","001","0"
"H4564","006","0"
"H4003","805","0"
"H3954","802","0"
"H5520","010","0"
"H2944","078","0"
"H2773","003","0"
"H0332","808","0"
"R9943","806","0"
"H3351","002","0"
"H0710","002","0"
"R5826","834","0"
"H2663","005","0"
"H1019","032","0"
"H3370","803","0"
"H1019","058","0"
"H1291","801","0"
"H2654","807","0"
"H3410","001","1"
"H2108","020","0"
"H2997","003","0"
"H3307","804","0"
"H4454","012","0"
"H4203","002","0"
"R5826","080","0"
"H8050","001","0"
"H5106","018","0"
"H3887","801","0"
"H3342","001","0"
"R5826","801","0"
"H6609","801","0"
"H5426","803","0"
"H4604","010","0"
"H5253","801","0"
"H6642","005","0"
"H9859","804","0"
"H0401","804","0"
"H5415","806","0"
"H7526","003","0"
"H5970","802","0"
"H5009","002","0"
"H5162","008","0"
"H2169","803","0"
"H4036","003","0"
"H2816","802","0"
"H5533","802","0"
"H0755","812","0"
"H5162","003","0"
"H0544","015","0"
"H4011","818","0"
"H0104","010","4"
"H2944","044","0"
"H3362","020","0"
"H5793","801","0"
"H2322","004","0"
"H1019","056","0"
"H5526","002","0"
"H5826","005","0"
"H3493","001","0"
"H0755","030","0"
"H1032","133","0"
"H2169","005","0"
"H9047","033","0"
"H7306","801","0"
"H1777","008","0"
"H0602","039","0"
"H1019","027","0"
"H6900","002","0"
"H5823","002","0"
"R6801","008","0"
"H8145","061","0"
"H2775","085","0"
"H6050","999","0"
"H8991","017","0"
"H2322","001","0"
"H1080","808","0"
"H7179","007","0"
"H8655","004","0"
"H5404","135","0"
"H3307","012","0"
"H5520","001","0"
"H7341","001","1"
"H1230","803","0"
"H5520","004","0"
"H2174","005","0"
"H5649","002","0"
"H2165","011","0"
"H2610","011","0"
"H5378","803","0"
"H1417","005","0"
"H1777","009","0"
"H9572","002","1"
"H9011","020","0"
"H5698","160","0"
"H5679","002","0"
"H5416","016","0"
"H4506","010","0"
"H2593","014","0"
"H1608","803","0"
"H3907","801","0"
"H6609","018","0"
"H2593","011","0"
"H8098","001","0"
"H6328","003","0"
"H8145","006","0"
"H1076","805","0"
"H1607","804","0"
"H9572","003","4"
"H2960","803","0"
"H9011","018","0"
"H5698","028","0"
"H5700","018","0"
"H2322","803","0"
"H1035","007","0"
"H7179","801","0"
"H5700","020","0"
"H3370","023","0"
"H5969","001","0"
"H5698","061","0"
"H5810","009","0"
"H3410","001","5"
"H5652","004","0"
"H4213","006","0"
"H4513","001","0"
"H4036","801","0"
"H3330","815","0"
"H3749","017","0"
"H1509","812","0"
"H7475","001","0"
"H5521","015","0"
"R5826","820","0"
"H3327","805","0"
"H3864","801","0"
"H4971","801","0"
"H9011","801","0"
"H5042","002","0"
"H1951","013","0"
"H1951","019","0"
"H3107","803","0"
"H5883","004","2"
"H1216","005","0"
"H0630","810","0"
"H0543","035","0"
"H8145","054","0"
"H4007","010","0"
"H5264","005","0"
"H5420","005","0"
"H1035","801","0"
"H3664","018","0"
"H1264","014","0"
"H0104","011","5"
"H5883","001","2"
"H1019","025","0"
"H2654","013","0"
"R3444","011","0"
"H5610","001","0"
"H2486","002","0"
"H4006","001","0"
"H5656","003","0"
"H0474","802","0"
"H2182","805","0"
"H1837","009","0"
"H3449","810","0"
"H2261","005","0"
"H3362","801","0"
"H7149","802","0"
"H2649","803","0"
"H2012","008","0"
"H2450","019","0"
"H3362","003","0"
"H3659","809","0"
"H5207","001","0"
"H8953","003","0"
"H0545","009","0"
"H6609","016","0"
"H6551","002","0"
"H4407","004","0"
"H6169","034","0"
"H1837","003","0"
"H9001","803","0"
"H4152","004","0"
"H3924","021","0"
"H4408","007","0"
"H3528","003","0"
"H5087","005","0"
"H4518","001","0"
"H0524","812","0"
"H6360","008","0"
"H0524","807","0"
"H9988","010","0"
"H1286","004","0"
"H1036","801","0"
"H5696","021","0"
"H5302","810","0"
"H4529","031","0"
"H8558","002","0"
"H0838","020","0"
"H3957","808","0"
"H3528","008","0"
"H5698","158","0"
"H2012","024","0"
"H5404","137","0"
"H6528","005","0"
"H2663","805","0"
"H5042","801","0"
"H0544","021","0"
"H0901","801","0"
"H4305","002","0"
"R5826","005","0"
"H9385","001","0"
"H0104","802","0"
"H2949","808","0"
"H4527","013","0"
"H5656","015","0"
"H5928","007","0"
"H4590","025","0"
"H3949","013","0"
"H2109","001","0"
"H1109","003","0"
"H5253","007","0"
"H0320","005","0"
"H9988","001","0"
"R5826","841","0"
"H8145","117","0"
"H4270","002","0"
"R5826","082","0"
"H3305","015","0"
"H5746","006","0"
"H1468","804","0"
"H2261","801","0"
"H2012","802","0"
"H4105","002","0"
"H3954","007","0"
"H4909","807","0"
"H6609","050","0"
"H2219","001","0"
"H3957","025","0"
"H4461","807","0"
"H0602","029","0"
"H0602","023","0"
"H0104","011","1"
"H3410","002","3"
"H1080","809","0"
"H3335","032","0"
"H8145","008","0"
"H3810","007","0"
"H2012","015","0"
"H1951","804","0"
"H5262","005","0"
"R5287","003","0"
"H1961","007","0"
"H5431","001","0"
"H6328","804","0"
"H0657","010","0"
"H3755","002","0"
"H7015","802","0"
"H3660","028","0"
"H2803","002","0"
"H1350","006","0"
"H2012","003","0"
"H9001","025","0"
"H5575","005","0"
"H5854","004","0"
"H0545","012","0"
"H3362","807","0"
"H0543","001","0"
"H1036","144","0"
"H4102","801","0"
"H0543","004","0"
"H5528","005","0"
"H3706","006","0"
"H1036","141","0"
"H3957","806","0"
"H6360","006","0"
"H6411","002","0"
"H3156","027","0"
"H3356","801","0"
"H2654","812","0"
"H5216","006","0"
"H3664","806","0"
"H5883","004","5"
"H1291","007","0"
"H5041","001","0"
"H1659","002","0"
"H0562","077","0"
"H8800","002","0"
"H5887","010","0"
"H4004","015","0"
"H5162","801","0"
"H3362","016","0"
"H3154","801","0"
"H7301","803","0"
"H2944","194","0"
"H5928","005","0"
"H2320","013","0"
"H2320","019","0"
"H5969","801","0"
"H2256","802","0"
"H3614","002","0"
"H3327","022","0"
"H4529","801","0"
"H0913","002","0"
"H1416","019","0"
"H2944","133","0"
"H5970","004","0"
"H5970","001","0"
"H0543","078","0"
"H0562","044","0"
"H5439","001","0"
"H3449","013","0"
"H4456","013","0"
"H3619","012","0"
"R7439","003","0"
"H1170","009","0"
"R5826","007","0"
"H5522","010","0"
"H5416","020","0"
"H9011","016","0"
"H6528","007","0"
"H3044","002","0"
"H1365","001","0"
"H5530","805","0"
"H6360","806","0"
"H0504","805","0"
"H5575","007","0"
"H5444","999","0"
"H3351","806","0"
"H8707","001","0"
"H5883","002","4"
"H1286","804","0"
"H5822","001","0"
"H5404","140","0"
"H4461","011","0"
"H1509","804","0"
"H7949","801","0"
"H5782","001","0"
"H0307","009","0"
"H1013","805","0"
"H3613","002","0"
"H5521","806","0"
"H5215","001","0"
"H4590","027","0"
"H3384","807","0"
"H1032","025","0"
"H2012","006","0"
"H3954","005","0"
"H5253","805","0"
"H0151","804","0"
"H4528","804","0"
"H0317","001","0"
"H3305","017","0"
"H0317","004","0"
"H5434","002","0"
"H0524","046","0"
"H8145","115","0"
"H1110","806","0"
"H4454","020","0"
"H6923","001","0"
"H8145","108","0"
"H1509","004","0"
"H5404","116","0"
"H0370","802","0"
"H1099","014","0"
"H1355","802","0"
"H3619","004","0"
"H5425","019","0"
"H1509","009","0"
"H2112","802","0"
"H0755","807","0"
"H3619","001","0"
"H8684","001","0"
"H5005","010","0"
"H2450","014","0"
"R5826","805","0"
"H5698","150","0"
"H5006","014","4"
"H3379","037","0"
"H5106","806","0"
"H6642","007","0"
"H4006","809","0"
"H2312","009","0"
"H0154","008","0"
"H3152","045","0"
"H3405","001","0"
"H4785","802","0"
"H3810","005","0"
"H7352","002","0"
"H5421","068","0"
"H0504","017","0"
"H3912","001","0"
"H3503","999","0"
"H8145","091","0"
"H2459","804","0"
"H2926","001","0"
"H5896","007","0"
"H5425","016","0"
"H5042","005","0"
"H2237","007","0"
"H3924","023","0"
"H0251","002","0"
"H5813","802","0"
"H1418","007","0"
"H1013","803","0"
"H5407","029","0"
"H2944","189","0"
"H5427","077","0"
"H3952","008","0"
"H5425","020","0"
"R5826","072","0"
"H1500","002","0"
"H1689","012","0"
"H5378","010","0"
"H0423","002","0"
"H7015","002","0"
"H4003","811","0"
"H3949","002","0"
"H5256","004","0"
"H0657","009","0"
"H5421","075","0"
"H3335","822","0"
"H1903","005","0"
"H3655","030","0"
"H5522","805","0"
"H4875","014","0"
"H3361","099","0"
"H4513","009","0"
"H0351","038","0"
"H1651","001","0"
"H2816","019","0"
"H2816","013","0"
"H3528","001","0"
"H2417","001","0"
"H8707","003","0"
"H1036","065","0"
"H2803","801","0"
"H0108","801","0"
"H2012","021","0"
"H2944","106","0"
"H5774","009","0"
"H0524","008","0"
"H3664","802","0"
"H4604","803","0"
"H5576","010","0"
"H1416","007","0"
"H1019","044","0"
"H3307","015","0"
"H3351","007","0"
"H8980","802","0"
"H5850","803","0"
"H5989","002","0"
"H1019","049","0"
"H1036","067","0"
"H2323","005","0"
"H8604","801","0"
"H1417","802","0"
"H3335","018","0"
"H3619","017","0"
"H5050","012","0"
"H5106","014","0"
"H1036","062","0"
"H9302","005","0"
"H4523","015","0"
"H5665","002","0"
"H9988","004","0"
"H5424","001","0"
"H1607","004","0"
"H5402","036","0"
"H9988","009","0"
"H5509","010","0"
"H2312","006","0"
"H8604","004","0"
"H5106","013","0"
"H7908","802","0"
"H0562","058","0"
"H1036","035","0"
"H2462","016","0"
"H3931","801","0"
"H8604","003","0"
"H4510","018","0"
"H5989","007","0"
"H5985","002","0"
"H4875","802","0"
"H0630","809","0"
"H2667","803","0"
"H0562","053","0"
"H6609","022","0"
"H1045","019","0"
"H3811","003","0"
"H1111","807","0"
"H0504","015","0"
"H6609","041","0"
"H8649","801","0"
"H1609","802","0"
"H3908","002","0"
"H1951","024","0"
"H7341","001","2"
"H2108","030","0"
"H2672","008","0"
"H2905","001","0"
"H0544","008","0"
"H1111","002","0"
"H7281","005","0"
"H2223","002","0"
"H5421","072","0"
"H5213","002","0"
"H5549","005","0"
"R5941","003","0"
"H7787","001","0"
"H9302","801","0"
"H4506","003","0"
"H5404","801","0"
"H8145","063","0"
"H8145","069","0"
"R5826","826","0"
"H7292","001","0"
"H8145","011","0"
"H1509","809","0"
"H1509","006","0"
"R5941","008","0"
"H3918","001","0"
"H9615","802","0"
"H9572","002","2"
"H1951","030","0"
"H1806","002","0"
"H5211","005","0"
"H3964","003","0"
"H8145","802","0"
"H4346","006","0"
"H9003","006","0"
"H3327","027","0"
"H3907","029","0"
"H0630","808","0"
"H5594","019","0"
"R6801","009","0"
"H0609","804","0"
"H4606","006","0"
"H2491","002","0"
"H4517","002","0"
"H5850","019","0"
"H0602","017","0"
"H1111","801","0"
"H3952","043","0"
"H0544","032","0"
"H8424","002","0"
"H4270","801","0"
"H0562","085","0"
"H4564","003","0"
"H9670","003","0"
"H1108","001","0"
"H2593","013","0"
"H9385","808","0"
"H5416","022","0"
"H8742","801","0"
"H5590","001","0"
"H0571","001","0"
"H5783","012","0"
"H4102","025","0"
"H4268","001","0"
"H1036","137","0"
"H5520","009","0"
"H0248","001","0"
"H4527","002","0"
"H9670","004","0"
"H5520","003","0"
"H1230","801","0"
"H0543","060","0"
"H2462","801","0"
"R5826","836","0"
"H5402","007","0"
"H2537","002","0"
"H4514","801","0"
"H2029","802","0"
"H0524","031","0"
"H2458","002","0"
"H5698","069","0"
"H5698","063","0"
"H1595","801","0"
"H2320","802","0"
"H9830","002","0"
"H5050","802","0"
"H5698","122","0"
"H1304","803","0"
"H2450","026","0"
"H3449","005","0"
"H5652","001","0"
"H3305","007","0"
"H0351","036","0"
"H5007","001","0"
"H7195","002","0"
"H7188","005","0"
"H3359","001","0"
"H8578","001","0"
"H3619","015","0"
"H5425","005","0"
"H1903","022","0"
"H6923","801","0"
"H2182","807","0"
"H9011","019","0"
"H1510","005","0"
"H5434","801","0"
"H3347","010","0"
"H5698","036","0"
"H0332","003","0"
"H6181","009","0"
"H4590","022","0"
"H2461","007","0"
"H0351","014","0"
"H2667","810","0"
"H5970","806","0"
"H3916","026","0"
"H1944","802","0"
"H9302","007","0"
"H3706","009","0"
"H2944","065","0"
"H0332","806","0"
"H4003","803","0"
"R5826","070","0"
"R7444","803","0"
"H3923","013","0"
"H3907","006","0"
"H5883","003","2"
"H9001","801","0"
"H2256","015","1"
"H4011","807","0"
"H9047","805","0"
"H4012","008","0"
"H1837","001","0"
"H2672","803","0"
"H0524","034","0"
"H4012","003","0"
"H5576","803","0"
"H4003","817","0"
"H8145","053","0"
"H5050","004","0"
"H5406","001","0"
"H0609","012","0"
"H3328","801","0"
"H4005","801","0"
"H1961","002","0"
"H4866","002","0"
"H6169","033","0"
"H1849","801","0"
"H0562","068","0"
"H5050","001","0"
"H8903","999","0"
"H1418","016","0"
"H4004","806","0"
"H1230","805","0"
"H5005","801","0"
"H4402","001","0"
"H3805","007","0"
"H7917","801","0"
"H5521","031","0"
"R5826","839","0"
"H2450","801","0"
"H3832","802","0"
"H1651","004","0"
"H6609","805","0"
"H3154","006","0"
"H7917","009","0"
"H8145","033","0"
"H3410","802","0"
"H4142","002","0"
"H5521","028","0"
"H3328","003","0"
"H4407","003","0"
"H0332","809","0"
"H3342","012","0"
"H5696","001","0"
"H6328","006","0"
"H3623","801","0"
"H3949","016","0"
"H0819","002","0"
"H5256","001","0"
"H0401","809","0"
"H4875","011","0"
"H5820","008","0"
"H2256","016","6"
"H3335","819","0"
"H0564","006","0"
"H6900","005","0"
"H3351","804","0"
"H5445","999","0"
"H1406","801","0"
"H3749","004","0"
"H5619","801","0"
"H1509","808","0"
"H4011","801","0"
"H0562","087","0"
"H4738","001","0"
"H5214","010","0"
"H3335","037","0"
"H3384","015","0"
"H3706","017","0"
"H6815","001","0"
"H1291","803","0"
"H3044","801","0"
"H5087","002","0"
"H3327","803","0"
"H5425","803","0"
"H2108","022","0"
"H1510","007","0"
"H7917","012","0"
"H3919","001","0"
"H3335","044","0"
"H1595","001","0"
"H5410","012","0"
"H2320","011","0"
"H5991","002","0"
"H4527","005","0"
"H1032","002","0"
"H3361","065","0"
"H4004","809","0"
"H3887","803","0"
"H3959","803","0"
"H8096","001","0"
"H6169","036","0"
"H1112","027","0"
"H2944","180","0"
"H3706","803","0"
"H1076","803","0"
"H1607","001","0"
"H3346","802","0"
"H5151","006","0"
"H5619","009","0"
"H5619","003","0"
"H1463","001","0"
"H2462","007","0"
"H0602","028","0"
"H5508","001","0"
"H5425","007","0"
"H3660","806","0"
"H3312","018","0"
"H0630","814","0"
"H3312","040","0"
"H6371","001","0"
"H3916","804","0"
"H1036","807","0"
"H2012","009","0"
"H5429","053","0"
"H7220","805","0"
"H3660","029","0"
"H2461","005","0"
"H3342","015","0"
"H3330","032","2"
"H2654","805","0"
"H5422","006","0"
"H5883","003","5"
"H3655","801","0"
"H0104","011","2"
"H5700","005","0"
"H5162","009","0"
"H4514","001","0"
"H3347","002","0"
"H5415","808","0"
"H5404","001","0"
"H8777","002","0"
"H1904","002","0"
"H5162","004","0"
"H4506","801","0"
"H1558","004","0"
"H3931","058","0"
"H4454","805","0"
"H0150","007","0"
"H5435","014","0"
"H2944","193","0"
"H3327","036","0"
"R5826","803","0"
"H3942","001","0"
"H4102","803","0"
"H5378","185","0"
"H4527","020","0"
"H0755","032","0"
"H2182","001","0"
"H3809","001","0"
"H2931","002","0"
"R5287","802","0"
"H0504","803","0"
"R7439","001","0"
"H3344","804","0"
"H8578","010","0"
"H6952","002","0"
"H5793","008","0"
"H4564","015","0"
"H2354","013","0"
"H2459","001","0"
"H5698","134","0"
"H2654","020","0"
"H4004","050","0"
"H6264","002","0"
"H2816","002","0"
"H1019","035","0"
"H4523","801","0"
"H3335","002","0"
"H3920","009","0"
"H2775","091","0"
"H2323","007","0"
"H5522","803","0"
"H3921","008","0"
"H2775","094","0"
"H4011","805","0"
"H3817","003","0"
"H8145","087","0"
"H2936","002","0"
"H2174","002","0"
"H5698","802","0"
"H2012","012","0"
"H5509","001","0"
"H0351","804","0"
"H5938","803","0"
"H1509","806","0"
"R5826","828","0"
"H0307","008","0"
"H0979","022","0"
"H5006","014","3"
"H0303","804","0"
"R3175","001","0"
"H1846","801","0"
"H1026","802","0"
"H5854","803","0"
"H9001","022","0"
"H5162","012","0"
"H4529","004","0"
"H3206","802","0"
"H5989","005","0"
"R5826","053","0"
"H5425","018","0"
"H7917","026","0"
"H2312","008","0"
"H4004","808","0"
"H2410","017","0"
"H0084","001","0"
"H3430","001","0"
"H3962","007","0"
"H2654","801","0"
"H1036","044","0"
"H5042","007","0"
"H3344","005","0"
"H5628","006","0"
"H5410","004","0"
"H1849","005","0"
"H6609","005","0"
"H6169","012","0"
"H2450","011","0"
"H2960","018","0"
"H2241","001","0"
"H4590","020","0"
"H1032","012","0"
"H8953","802","0"
"H8424","001","0"
"H5216","001","0"
"H9779","001","0"
"H1019","004","0"
"H5431","006","0"
"H4517","001","0"
"H1406","803","0"
"H4510","803","0"
"H5008","001","0"
"H5850","002","0"
"H4590","012","0"
"H3954","098","0"
"H1251","003","0"
"H3942","002","0"
"H5696","028","0"
"H3410","801","0"
"H5850","007","0"
"H5783","011","0"
"H2459","002","0"
"R5826","062","0"
"H3623","802","0"
"H0524","040","0"
"H2150","002","0"
"H5416","014","0"
"H1032","035","0"
"H5291","801","0"
"H0657","008","0"
"H6328","803","0"
"H4971","803","0"
"H2654","814","0"
"H3361","039","0"
"H7917","803","0"
"H5521","802","0"
"H7787","002","0"
"R5826","076","0"
"H9001","015","0"
"H5811","002","0"
"H4007","806","0"
"H5698","035","0"
"H4011","803","0"
"H1651","005","0"
"H5509","801","0"
"H3321","001","0"
"H3351","011","0"
"H5821","013","0"
"H5528","804","0"
"H6705","002","0"
"H0104","801","0"
"H4528","803","0"
"H7660","002","0"
"H5016","001","0"
"H4456","025","0"
"H3384","019","0"
"R5826","817","0"
"H3384","013","0"
"H5578","009","0"
"H5591","001","0"
"H3421","002","0"
"H3388","003","0"
"H5042","802","0"
"H1230","804","0"
"H0316","801","0"
"H4875","013","0"
"H9001","024","0"
"H5868","001","0"
"H3864","001","0"
"H3456","016","0"
"H1406","025","0"
"H3916","012","0"
"H2649","004","0"
"H5262","004","0"
"H2012","801","0"
"H2944","017","0"
"H5703","001","0"
"H2992","004","0"
"H8707","007","0"
"H0307","802","0"
"H0602","001","0"
"H8145","001","0"
"H5006","017","8"
"H3957","024","0"
"H3957","003","0"
"H5508","004","0"
"H5162","011","0"
"H3923","017","0"
"H4006","008","0"
"H2012","014","0"
"H0524","803","0"
"H1019","054","0"
"R5826","811","0"
"H8050","005","0"
"H1951","028","0"
"H2815","002","0"
"H3405","006","0"
"H5404","111","0"
"H6609","036","0"
"H4125","005","0"
"H5427","084","0"
"H1806","005","0"
"H2450","007","0"
"R5826","842","0"
"H5214","003","0"
"H5214","009","0"
"H2256","016","7"
"H1036","146","0"
"H4527","028","0"
"H5402","032","0"
"H5580","001","0"
"H1032","032","0"
"H9003","802","0"
"H3909","802","0"
"H4527","023","0"
"H0543","140","0"
"H5594","016","0"
"H5214","004","0"
"H1045","018","0"
"H5528","001","0"
"H4564","013","0"
"H2649","012","0"
"H1418","009","0"
"H2221","001","0"
"H5521","040","0"
"H5594","018","0"
"H4754","001","0"
"H9001","017","0"
"H0543","089","0"
"H3917","002","0"
"H1849","804","0"
"R5674","803","0"
"H3206","803","0"
"H3152","077","0"
"H5528","004","0"
"H3528","805","0"
"H0524","029","0"
"H0150","804","0"
"H0523","002","0"
"H5928","001","0"
"H2256","801","0"
"H5167","002","0"
"H2450","022","0"
"H2949","012","0"
"H5425","025","0"
"H9830","001","0"
"H4514","803","0"
"H5378","183","0"
"H0609","806","0"
"H1961","802","0"
"H5427","054","0"
"H5439","803","0"
"H3351","802","0"
"H2593","007","0"
"H5948","002","0"
"H5426","021","0"
"H8822","803","0"
"H3359","032","0"
"H1595","002","0"
"H2486","803","0"
"H1019","045","0"
"H1036","119","0"
"H4406","807","0"
"H4270","803","0"
"H3962","801","0"
"H3957","031","0"
"H5698","153","0"
"H6743","002","0"
"H2450","005","0"
"H3370","004","0"
"H3811","002","0"
"H0544","027","0"
"H9011","803","0"
"H0657","006","0"
"H1111","810","0"
"H1019","047","0"
"H1108","002","0"
"H3335","811","0"
"H3370","001","0"
"H3410","003","5"
"H8145","040","0"
"H2944","178","0"
"H5214","012","0"
"H1717","001","0"
"H4268","002","0"
"H1026","801","0"
"H9988","007","0"
"H3659","802","0"
"H2944","053","0"
"H8558","008","0"
"H8707","005","0"
"R5826","815","0"
"H8145","111","0"
"H0504","021","0"
"H1036","104","0"
"H3404","808","0"
"H3818","015","0"
"H8050","007","0"
"H4604","808","0"
"H0630","013","0"
"H2944","195","0"
"H5656","803","0"
"H8578","009","0"
"H5998","003","0"
"H2491","004","0"
"H2654","802","0"
"H4527","006","0"
"H7917","008","0"
"H5989","004","0"
"H0524","038","0"
"H8578","004","0"
"H0630","018","0"
"H8098","003","0"
"H3528","801","0"
"H0524","039","0"
"H5698","068","0"
"H5700","027","0"
"H3916","802","0"
"H8145","012","0"
"H9788","001","0"
"H5820","033","0"
"H0710","001","0"
"H0524","033","0"
"H3810","004","0"
"H0408","002","0"
"H1230","003","0"
"H2112","801","0"
"H3655","031","0"
"H4590","801","0"
"H9266","001","0"
"H3338","999","0"
"H9788","004","0"
"H2491","001","0"
"H0423","005","0"
"H3810","001","0"
"R7439","802","0"
"H1961","001","0"
"H3152","041","0"
"H5420","001","0"
"H5850","016","0"
"H1291","001","0"
"H5774","014","0"
"R5342","801","0"
"H2906","003","0"
"H1518","002","0"
"H2256","019","8"
"H7179","001","0"
"H5425","022","0"
"H4155","003","0"
"H4525","004","0"
"H2537","001","0"
"H3361","105","0"
"H2944","197","0"
"H3312","025","0"
"H1509","817","0"
"H5749","801","0"
"H8649","803","0"
"H5926","002","0"
"H5685","001","0"
"H3749","011","0"
"H3456","807","0"
"H0901","004","0"
"H4525","009","0"
"H3907","002","0"
"R5941","806","0"
"H2108","026","0"
"H0609","015","0"
"H3344","801","0"
"H5416","011","0"
"H5215","006","0"
"H1846","802","0"
"H5006","017","5"
"H1418","017","0"
"H2593","005","0"
"H3379","001","0"
"H5087","001","0"
"H5970","807","0"
"H3328","015","0"
"H0562","071","0"
"H3410","003","2"
"H3493","002","0"
"H1111","805","0"
"R5826","001","0"
"H3959","001","0"
"H1951","005","0"
"H6528","001","0"
"H0544","025","0"
"H2459","016","0"
"H8145","099","0"
"H2944","071","0"
"H5783","801","0"
"H4510","024","0"
"H5421","074","0"
"H4510","023","0"
"H5422","805","0"
"H4524","801","0"
"H5425","027","0"
"H1302","004","0"
"R5826","833","0"
"H2816","008","0"
"H0621","001","0"
"H6231","001","0"
"H9572","001","3"
"H2320","805","0"
"H4604","006","0"
"H0630","016","0"
"H0562","083","0"
"H3370","801","0"
"H1112","006","0"
"H3240","013","0"
"H9001","021","0"
"H5594","002","0"
"H5978","002","0"
"H5868","004","0"
"H5609","001","0"
